"KEY","ATOM_NAME","DESCRIPTION","UPDATED_AT","REFERENCE","TEXT","ID",
"fastener","fastener","LRMl Editor - Stefan",2023-03-19 01:43:18.198523000,"NZ_NZBC-E2AS1#3.8","fastener",2780,
"plywood","plywood","LRMl Editor - Stefan",2023-03-19 02:26:56.094750000,"NZ_NZBC-E2AS1#3.8","plywood",2784,
"moistureMeter","moistureMeter","LRMl Editor - Stefan",2023-03-20 21:21:50.176894000,"NZ_NZBC-E2AS1#3.8","moisture meter",2824,
"airMovement","airMovement","LRMl Editor - Stefan",2023-03-22 08:01:01.616024000,"NZ_NZBC-E2AS1#3.8","air movement",2843,
"verminProofing","verminProofing","LRMl Editor - Stefan",2023-03-22 08:13:41.445837000,"NZ_NZBC-E2AS1#3.8","vermin proofing",2846,
"mortarJoint","mortarJoint","LRMl Editor - ",2023-03-07 20:16:14.476713000,"NZ_NZBC-B1AS3#0.17","mortar joint",2506,
"bracket","bracket","LRMl Editor - ",2023-03-07 20:19:13.489072000,"NZ_NZBC-B1AS3#0.17","bracket",2507,
"reinforcingSteel","reinforcingSteel","LRMl Editor - ",2023-03-07 21:36:15.065331000,"NZ_NZBC-B1AS3#0.17","reinforcing steel",2511,
"alert","alert","LRMl Editor - Stefan",2023-03-08 08:32:57.765195000,"NZ_NZBC-CAS2#1.1","alert",2523,
"underside","underside","LRMl Editor - Stefan",2023-03-08 21:02:06.399852000,"NZ_NZBC-CAS2#1.1","underside",2542,
"degreeOfProtection","degreeOfProtection","LRMl Editor - Stefan",2023-03-08 21:23:21.855267000,"NZ_NZBC-CAS2#1.1","degree of protection",2543,
"pavement","pavement","LRMl Editor - ",2023-03-09 20:41:05.118619000,"NZ_NZBC-E1AS1#1.10","pavement",2564,
"section","section","LRMl Editor - ",2023-03-09 20:41:33.323926000,"NZ_NZBC-E1AS1#1.10","section",2566,
"flowDirection","flowDirection","LRMl Editor - ",2023-03-09 20:49:45.478141000,"NZ_NZBC-E1AS1#1.10","flow direction",2567,
"bubbleupChamber","bubbleupChamber","LRMl Editor - ",2023-03-09 22:30:56.034957000,"NZ_NZBC-E1AS1#1.10","bubbleup chamber",2570,
"gutter","gutter","LRMl Editor - Stefan",2023-03-12 22:00:36.558954000,"NZ_NZBC-E1AS1#1.10","gutter",2604,
"crossSectionalArea","crossSectionalArea","LRMl Editor - Stefan",2023-03-12 22:12:06.380301000,"NZ_NZBC-E1AS1#1.10","cross sectional area",2607,
"engineering","engineering","LRMl Editor - ",2023-03-13 07:42:32.862266000,"NZ_NZBC-E2AS1#3.8","engineering",2610,
"junctionDetail","junctionDetail","LRMl Editor - ",2023-03-13 08:47:48.502439000,"NZ_NZBC-E2AS1#3.8","junction detail",2612,
"moisture","moisture","LRMl Editor - ",2023-03-13 08:56:01.582654000,"NZ_NZBC-E2AS1#3.8","moisture",2613,
"weatherboard","weatherboard","LRMl Editor - ",2023-03-13 09:09:46.152321000,"NZ_NZBC-E2AS1#3.8","weatherboard",2615,
"paintingTime","paintingTime","LRMl Editor - ",2023-03-13 09:10:09.182305000,"NZ_NZBC-E2AS1#3.8","painting time",2616,
"riskLevel","riskLevel","LRMl Editor - ",2023-03-13 21:58:44.681005000,"NZ_NZBC-E2AS1#3.8","risk level",2625,
"wallCladdingSystem","wallCladdingSystem","LRMl Editor - ",2023-03-13 22:04:16.399976000,"NZ_NZBC-E2AS1#3.8","wall cladding system",2627,
"riskScore","riskScore","LRMl Editor - ",2023-03-13 22:14:48.689850000,"NZ_NZBC-E2AS1#3.8","risk score",2628,
"metal","metal","LRMl Editor - ",2023-03-13 22:40:07.390015000,"NZ_NZBC-E2AS1#3.8","metal",2631,
"unitMass","unitMass","LRMl Editor - ",2023-03-14 00:54:28.275177000,"NZ_NZBC-E2AS1#3.8","unit mass",2633,
"profile","profile","LRMl Editor - ",2023-03-18 06:08:00.177495000,"NZ_NZBC-E2AS1#3.8","profile",2762,
"carbonBlackContent","carbonBlackContent","LRMl Editor - ",2023-03-18 06:36:38.727030000,"NZ_NZBC-E2AS1#3.8","carbon black content",2764,
"expansionAllowance","expansionAllowance","LRMl Editor - ",2023-03-18 20:30:50.369207000,"NZ_NZBC-E2AS1#3.8","expansion allowance",2768,
"membrane","membrane","LRMl Editor - Stefan",2023-03-19 02:08:03.732995000,"NZ_NZBC-E2AS1#3.8","membrane",2782,
"pannel","pannel","LRMl Editor - Stefan",2023-03-19 06:02:24.944648000,"NZ_NZBC-E2AS1#3.8","pannel",2787,
"wallCladding","wallCladding","LRMl Editor - ",2023-03-19 07:58:10.156991000,"NZ_NZBC-E2AS1#3.8","wall cladding",2790,
"supplier","supplier","LRMl Editor - Stefan",2023-03-22 07:06:27.393691000,"NZ_NZBC-E2AS1#3.8","supplier",2841,
"cavitySpacer","cavitySpacer","LRMl Editor - Stefan",2023-03-22 08:13:38.586621000,"NZ_NZBC-E2AS1#3.8","cavity spacer",2845,
"maintenance","maintenance","LRMl Editor - Stefan",2023-03-22 21:37:39.160743000,"NZ_NZBC-B2AS1#2.10","maintenance",2848,
"concentratedLoad","concentratedLoad","LRMl Editor - Stefan",2023-03-23 03:00:50.323835000,"NZ_NZBC-B1AS1#0.17","concentrated load",2850,
"mountingHardware","mountingHardware","LRMl Editor - Stefan",2023-03-23 03:18:08.906166000,"NZ_NZBC-B1AS1#0.17","mounting hardware",2856,
"bituminousCoating","bituminousCoating","LRMl Editor - ",2023-03-23 22:30:48.914824000,"NZ_NZBC-B1AS1#0.17","bituminous coating",2864,
"packer","packer","LRMl Editor - ",2023-03-23 23:13:11.047857000,"NZ_NZBC-B1AS3#0.17","packer",2870,
"bar","bar","LRMl Editor - ",2023-03-23 23:25:38.518357000,"NZ_NZBC-B1AS3#0.17","bar",2874,
"sieve","sieve","LRMl Editor - Stefan",2023-03-23 23:56:03.066170000,"NZ_NZBC-B1AS3#0.17","sieve",2878,
"remainder","remainder","LRMl Editor - Stefan",2023-03-24 00:06:57.615710000,"NZ_NZBC-B1AS3#0.17","remainder",2879,
"pumiceConcrete","pumiceConcrete","LRMl Editor - Stefan",2023-03-24 00:08:41.693209000,"NZ_NZBC-B1AS3#0.17","pumice concrete",2882,
"burner","burner","LRMl Editor - Stefan",2023-03-24 00:56:33.480387000,"NZ_NZBC-B1AS3#0.17","burner",2888,
"rod","rod","LRMl Editor - Stefan",2023-03-24 01:10:46.988770000,"NZ_NZBC-B1AS3#0.17","rod",2891,
"expectedOccupantLoad","expectedOccupantLoad","LRMl Editor - ",2023-03-24 02:08:02.512820000,"NZ_NZBC-CAS2#1.1","expected occupant load",2893,
"fireSprinklerSystem","fireSprinklerSystem","LRMl Editor - ",2023-03-24 02:17:29.661828000,"NZ_NZBC-CAS2#1.1","fire sprinkler system",2894,
"groundLevel","groundLevel","LRMl Editor - ",2023-03-24 02:45:15.947895000,"NZ_NZBC-E2AS1#3.8","ground level",2895,
"task","task","LRMl Editor - ",2023-03-26 02:21:00.530128000,"NZ_NZBC-E2AS1#3.8","task",2906,
"replacement","replacement","LRMl Editor - ",2023-03-26 02:24:41.349657000,"NZ_NZBC-E2AS1#3.8","replacement",2910,
"replacing","replacing","LRMl Editor - ",2023-03-26 02:27:04.849705000,"NZ_NZBC-E2AS1#3.8","replacing",2911,
"recoating","recoating","LRMl Editor - ",2023-03-26 02:41:41.049621000,"NZ_NZBC-B2AS1#2.10","recoating",2913,
"nzbc_b2as","nzbc_b2as","LRMl Editor - ",2023-03-07 23:41:20.375865000,"NZ_NZBC-B2AS1#2.10","nzbc_b 2as",2516,
"standingSpaceDensity","standingSpaceDensity","LRMl Editor - Stefan",2023-03-08 06:20:43.418607000,"NZ_NZBC-CAS2#1.1","standing space density",2521,
"occupant","occupant","LRMl Editor - Stefan",2023-03-08 08:33:18.230293000,"NZ_NZBC-CAS2#1.1","occupant",2524,
"planRoof","planRoof","LRMl Editor - ",2023-03-09 20:39:28.948079000,"NZ_NZBC-E1AS1#1.10","plan roof",2561,
"modifiedCatchmentArea","modifiedCatchmentArea","LRMl Editor - ",2023-03-09 20:41:18.795205000,"NZ_NZBC-E1AS1#1.10","modified catchment area",2565,
"sump","sump","LRMl Editor - ",2023-03-10 01:03:41.176658000,"NZ_NZBC-E1AS1#1.10","sump",2571,
"changeInGradient","changeInGradient","LRMl Editor - ",2023-03-10 01:18:59.975948000,"NZ_NZBC-E1AS1#1.10","change in gradient",2574,
"definition","definition","LRMl Editor - ",2023-03-13 21:58:47.356805000,"NZ_NZBC-E2AS1#3.8","definition",2626,
"exposure","exposure","LRMl Editor - ",2023-03-13 22:30:04.487068000,"NZ_NZBC-E2AS1#3.8","exposure",2629,
"accumulation","accumulation","LRMl Editor - ",2023-03-13 22:39:12.925544000,"NZ_NZBC-E2AS1#3.8","accumulation",2630,
"application","application","LRMl Editor - ",2023-03-13 22:52:19.964619000,"NZ_NZBC-E2AS1#3.8","application",2632,
"capping","capping","LRMl Editor - Stefan",2023-03-16 22:05:34.244326000,"NZ_NZBC-E2AS1#3.8","capping",2675,
"cavityBatten","cavityBatten","LRMl Editor - Stefan",2023-03-16 22:22:39.226494000,"NZ_NZBC-E2AS1#3.8","cavity batten",2678,
"polystyrene","polystyrene","LRMl Editor - Stefan",2023-03-16 22:22:51.031377000,"NZ_NZBC-E2AS1#3.8","polystyrene",2681,
"attachment","attachment","LRMl Editor - Stefan",2023-03-16 22:51:10.882705000,"NZ_NZBC-E2AS1#3.8","attachment",2682,
"upperSurfaceLevel","upperSurfaceLevel","LRMl Editor - Stefan",2023-03-16 22:57:01.341090000,"NZ_NZBC-E2AS1#3.8","upper surface level",2683,
"thresholdLevel","thresholdLevel","LRMl Editor - Stefan",2023-03-16 22:57:06.416222000,"NZ_NZBC-E2AS1#3.8","threshold level",2685,
"reflectance","reflectance","LRMl Editor - Stefan",2023-03-16 23:36:22.837109000,"NZ_NZBC-E2AS1#3.8","reflectance",2687,
"drainage","drainage","LRMl Editor - ",2023-03-17 00:23:19.660942000,"NZ_NZBC-E2AS1#3.8","drainage",2690,
"spreader","spreader","LRMl Editor - ",2023-03-17 00:26:00.553193000,"NZ_NZBC-E2AS1#3.8","spreader",2691,
"calculation","calculation","LRMl Editor - ",2023-03-17 00:38:36.534067000,"NZ_NZBC-E2AS1#3.8","calculation",2692,
"upperRoof","upperRoof","LRMl Editor - ",2023-03-17 01:16:03.686690000,"NZ_NZBC-E2AS1#3.8","upper roof",2693,
"underlap","underlap","LRMl Editor - ",2023-03-17 01:58:41.151487000,"NZ_NZBC-E2AS1#3.8","underlap",2695,
"batten","batten","LRMl Editor - ",2023-03-17 03:06:28.188876000,"NZ_NZBC-E2AS1#3.8","batten",2701,
"exposureCondition","exposureCondition","LRMl Editor - Stefan",2023-03-18 22:54:33.791753000,"NZ_NZBC-E2AS1#3.8","exposure condition",2774,
"exposureZone","exposureZone","LRMl Editor - Stefan",2023-03-18 23:07:17.629367000,"NZ_NZBC-E2AS1#3.8","exposure zone",2775,
"rib","rib","LRMl Editor - Stefan",2023-03-19 01:06:54.477292000,"NZ_NZBC-E2AS1#3.8","rib",2777,
"clip","clip","LRMl Editor - Stefan",2023-03-19 01:43:21.017240000,"NZ_NZBC-E2AS1#3.8","clip",2781,
"sandedCFace","sandedCFace","LRMl Editor - Stefan",2023-03-19 02:27:43.154225000,"NZ_NZBC-E2AS1#3.8","sanded cface",2785,
"substructure","substructure","LRMl Editor - Stefan",2023-03-19 02:36:15.284299000,"NZ_NZBC-E2AS1#3.8","substructure",2786,
"controlJoint","controlJoint","LRMl Editor - ",2023-03-19 07:30:27.930234000,"NZ_NZBC-E2AS1#3.8","control joint",2788,
"recommendedProcedure","recommendedProcedure","LRMl Editor - Stefan",2023-03-20 21:20:18.978972000,"NZ_NZBC-E2AS1#3.8","recommended procedure",2823,
"resistance","resistance","LRMl Editor - Stefan",2023-03-23 03:00:52.857228000,"NZ_NZBC-B1AS1#0.17","resistance",2851,
"interiorLining","interiorLining","LRMl Editor - ",2023-03-26 00:54:03.280875000,"NZ_NZBC-E2AS1#3.8","interior lining",2905,
